po_id,item_description,vendor,region,department,po_date,quantity,unit_price,po_value
HPCL_PO_107631,"Supply of MS flange 4""",VENDOR_D,SR,LPG,2022-07-31,49,147.75,7239.75
HPCL_PO_110551,Supply of CS Pipe 200mm,VENDOR_B,ER,MARKETING,2019-03-03,22,173.69,3821.18
HPCL_PO_106149,CS Pipe 100 mm size,VENDOR_A,WR,REFINERY,2021-11-20,144,162.22,23359.68
HPCL_PO_107599,Mild steel flange of 4in size,VENDOR_B,NR,PIPELINE,2021-07-04,106,145.66,15439.96
HPCL_PO_106194,Carbon Steel Pipe 200 mm,VENDOR_D,SR,LPG,2019-09-26,13,185.08,2406.04
HPCL_PO_100723,100mm carbon steel pipe,VENDOR_D,WR,MARKETING,2022-04-17,174,101.96,17741.04
HPCL_PO_100300,CS pipe dia 100 mm,VENDOR_B,WR,REFINERY,2021-07-26,103,93.79,9660.37
HPCL_PO_110076,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_B,SR,LPG,2024-06-02,58,97.54,5657.32
HPCL_PO_110602,"Supply of SS Valve 2""",VENDOR_A,NR,MARKETING,2022-12-10,35,262.02,9170.7
HPCL_PO_104294,CS Pipe of 200mm size,VENDOR_B,NR,REFINERY,2019-09-02,87,186.81,16252.47
HPCL_PO_105218,100mm carbon steel pipe,VENDOR_A,ER,LPG,2019-09-26,22,109.78,2415.16
HPCL_PO_104185,Supply of CS Pipe 200mm,VENDOR_A,SR,PIPELINE,2022-07-01,68,199.83,13588.44
HPCL_PO_110913,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,NR,PIPELINE,2021-04-27,165,196.04,32346.6
HPCL_PO_111164,Mild steel flange of 4in size,VENDOR_C,SR,PIPELINE,2023-03-30,78,149.84,11687.52
HPCL_PO_111797,Supply of CS Pipe 200mm,VENDOR_B,ER,REFINERY,2023-07-23,175,197.73,34602.75
HPCL_PO_103142,Carbon Steel Pipe 200 mm,VENDOR_A,SR,PIPELINE,2019-08-24,40,199.94,7997.6
HPCL_PO_105936,"Supply of MS flange 4""",VENDOR_B,NR,MARKETING,2024-08-02,180,129.69,23344.2
HPCL_PO_103205,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,ER,MARKETING,2021-06-23,16,166.24,2659.84
HPCL_PO_104955,CS Pipe of 200mm size,VENDOR_B,ER,PIPELINE,2024-11-18,134,178.14,23870.76
HPCL_PO_104582,"Supply of MS flange 4""",VENDOR_D,ER,LPG,2019-06-14,132,147.06,19411.92
HPCL_PO_110863,"Supply of SS Valve 2""",VENDOR_C,WR,MARKETING,2020-01-19,139,254.57,35385.23
HPCL_PO_111481,Supply of CS Pipe 200mm,VENDOR_C,WR,PIPELINE,2022-05-17,85,186.87,15883.95
HPCL_PO_106512,Supply of CS Pipe 200mm,VENDOR_A,SR,PIPELINE,2024-03-05,119,187.53,22316.07
HPCL_PO_111385,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_B,SR,MARKETING,2022-08-25,109,107.09,11672.81
HPCL_PO_101152,Carbon steel pipeline 100mm,VENDOR_D,NR,LPG,2019-02-15,153,98.06,15003.18
HPCL_PO_101212,SS valve size 2 inch,VENDOR_A,SR,MARKETING,2019-04-23,158,275.13,43470.54
HPCL_PO_104503,Stainless steel valve 2 inch,VENDOR_A,SR,PIPELINE,2023-09-19,72,231.97,16701.84
HPCL_PO_109849,Stainless steel valve 2 inch,VENDOR_A,WR,LPG,2020-03-05,128,242.04,30981.12
HPCL_PO_111640,"Supply of SS Valve 2""",VENDOR_A,NR,REFINERY,2024-09-25,56,258.6,14481.6
HPCL_PO_108749,Stainless steel valve 2 inch,VENDOR_C,ER,LPG,2020-04-13,134,260.77,34943.18
HPCL_PO_111545,Carbon steel pipeline 100mm,VENDOR_C,NR,REFINERY,2023-03-05,10,96.1,961.0
HPCL_PO_109714,2in SS control valve,VENDOR_B,SR,MARKETING,2023-02-23,117,264.37,30931.29
HPCL_PO_100665,CS pipe dia 100 mm,VENDOR_B,SR,PIPELINE,2023-11-14,153,96.45,14756.85
HPCL_PO_110810,"Supply of SS Valve 2""",VENDOR_D,WR,REFINERY,2019-06-05,31,250.82,7775.42
HPCL_PO_100642,CS pipe dia 100 mm,VENDOR_C,SR,MARKETING,2019-06-11,103,105.21,10836.63
HPCL_PO_111085,CS Pipe 100 mm size,VENDOR_A,ER,REFINERY,2023-04-08,82,106.48,8731.36
HPCL_PO_103767,Mild steel flange of 4in size,VENDOR_C,WR,LPG,2019-02-04,40,156.16,6246.4
HPCL_PO_104272,CS pipe dia 100 mm,VENDOR_D,ER,PIPELINE,2020-10-03,44,96.4,4241.6
HPCL_PO_105426,Stainless steel valve 2 inch,VENDOR_B,WR,LPG,2023-05-16,20,235.86,4717.2
HPCL_PO_100786,Stainless steel valve 2 inch,VENDOR_D,NR,REFINERY,2023-06-06,34,230.67,7842.78
HPCL_PO_102857,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_D,NR,LPG,2021-05-15,166,108.02,17931.32
HPCL_PO_103202,CS Pipe of 200mm size,VENDOR_C,SR,MARKETING,2023-07-06,121,198.41,24007.61
HPCL_PO_106958,Stainless steel valve 2 inch,VENDOR_C,NR,LPG,2019-12-22,129,338.71,43693.59
HPCL_PO_104187,"Supply of SS Valve 2""",VENDOR_D,SR,REFINERY,2021-04-16,116,261.02,30278.32
HPCL_PO_110595,CS Pipe 100 mm size,VENDOR_C,ER,MARKETING,2024-04-02,58,94.04,5454.32
HPCL_PO_109952,Stainless steel valve 2 inch,VENDOR_B,SR,LPG,2024-02-07,61,277.13,16904.93
HPCL_PO_104824,CS pipe dia 100 mm,VENDOR_A,ER,MARKETING,2019-11-21,117,163.94,19180.98
HPCL_PO_102905,Mild steel flange of 4in size,VENDOR_C,SR,LPG,2019-08-01,176,139.59,24567.84
HPCL_PO_104626,4 inch MS flange,VENDOR_A,ER,LPG,2024-02-05,38,136.13,5172.94
HPCL_PO_110349,Mild steel flange of 4in size,VENDOR_D,WR,MARKETING,2024-05-20,56,129.12,7230.72
HPCL_PO_100996,CS Pipe 100 mm size,VENDOR_B,WR,PIPELINE,2020-05-01,112,101.78,11399.36
HPCL_PO_109652,Supply of CS Pipe 200mm,VENDOR_C,SR,PIPELINE,2019-02-13,13,192.86,2507.18
HPCL_PO_108584,Carbon steel pipeline 100mm,VENDOR_B,WR,REFINERY,2022-07-21,112,103.42,11583.04
HPCL_PO_106492,CS Pipe 100 mm size,VENDOR_A,ER,MARKETING,2019-12-06,45,102.58,4616.1
HPCL_PO_110498,"Supply of SS Valve 2""",VENDOR_A,SR,PIPELINE,2024-02-23,102,233.72,23839.44
HPCL_PO_100156,"Supply of MS flange 4""",VENDOR_C,WR,LPG,2020-10-25,56,151.24,8469.44
HPCL_PO_107614,100mm carbon steel pipe,VENDOR_B,ER,MARKETING,2023-05-01,198,107.35,21255.3
HPCL_PO_103085,Supply of CS Pipe 200mm,VENDOR_D,NR,PIPELINE,2024-12-17,92,183.61,16892.12
HPCL_PO_108367,Mild steel flange of 4in size,VENDOR_B,ER,MARKETING,2020-12-30,86,142.63,12266.18
HPCL_PO_101552,MS Flange 4 inch,VENDOR_B,WR,PIPELINE,2023-05-09,142,234.31,33272.02
HPCL_PO_111720,2in SS control valve,VENDOR_B,WR,PIPELINE,2024-08-20,40,258.51,10340.4
HPCL_PO_106004,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,NR,REFINERY,2019-01-20,109,96.96,10568.64
HPCL_PO_107396,100mm carbon steel pipe,VENDOR_D,ER,REFINERY,2021-07-20,159,123.38,19617.42
HPCL_PO_103795,100mm carbon steel pipe,VENDOR_D,SR,PIPELINE,2021-11-27,80,110.24,8819.2
HPCL_PO_100495,200 mm dia carbon steel pipe,VENDOR_C,ER,LPG,2024-01-05,25,179.32,4483.0
HPCL_PO_102321,Supply of CS Pipe 200mm,VENDOR_A,SR,MARKETING,2022-09-23,71,193.34,13727.14
HPCL_PO_106158,Stainless steel valve 2 inch,VENDOR_D,SR,PIPELINE,2024-12-27,116,269.06,31210.96
HPCL_PO_105400,2in SS control valve,VENDOR_D,SR,PIPELINE,2022-04-22,124,272.13,33744.12
HPCL_PO_100151,Stainless steel valve 2 inch,VENDOR_C,ER,MARKETING,2021-05-27,92,277.38,25518.96
HPCL_PO_106291,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_C,NR,LPG,2023-03-01,169,97.41,16462.29
HPCL_PO_109123,200 mm dia carbon steel pipe,VENDOR_B,WR,PIPELINE,2022-04-12,100,188.18,18818.0
HPCL_PO_106386,4 inch MS flange,VENDOR_C,NR,MARKETING,2021-07-27,146,132.87,19399.02
HPCL_PO_109942,2in SS control valve,VENDOR_D,ER,REFINERY,2020-05-17,65,248.34,16142.1
HPCL_PO_101738,Carbon Steel Pipe 200 mm,VENDOR_B,ER,LPG,2023-06-18,160,168.78,27004.8
HPCL_PO_103001,2in SS control valve,VENDOR_D,ER,LPG,2021-11-08,31,241.16,7475.96
HPCL_PO_110638,"Supply of SS Valve 2""",VENDOR_B,ER,LPG,2019-04-15,15,414.3,6214.5
HPCL_PO_107194,MS Flange 4 inch,VENDOR_A,WR,MARKETING,2022-01-10,41,135.67,5562.47
HPCL_PO_106693,"Supply of MS flange 4""",VENDOR_D,NR,MARKETING,2021-08-09,42,135.44,5688.48
HPCL_PO_110801,Carbon Steel Pipe 200 mm,VENDOR_D,ER,MARKETING,2024-12-02,54,252.42,13630.68
HPCL_PO_102883,CS Pipe 100 mm size,VENDOR_C,WR,PIPELINE,2021-12-30,51,106.99,5456.49
HPCL_PO_103720,Carbon Steel Pipe 200 mm,VENDOR_A,WR,PIPELINE,2019-06-25,43,167.46,7200.78
HPCL_PO_110564,"Supply of SS Valve 2""",VENDOR_D,SR,PIPELINE,2021-05-05,128,261.37,33455.36
HPCL_PO_110884,Stainless steel valve 2 inch,VENDOR_A,NR,LPG,2023-09-05,40,255.69,10227.6
HPCL_PO_105958,CS Pipe 100 mm size,VENDOR_D,ER,MARKETING,2024-10-16,72,107.13,7713.36
HPCL_PO_105718,100mm carbon steel pipe,VENDOR_A,ER,REFINERY,2022-05-21,195,159.34,31071.3
HPCL_PO_107359,Mild steel flange of 4in size,VENDOR_B,SR,MARKETING,2023-05-06,49,146.8,7193.2
HPCL_PO_102276,200 mm dia carbon steel pipe,VENDOR_D,SR,PIPELINE,2021-08-20,94,185.7,17455.8
HPCL_PO_104823,Stainless steel valve 2 inch,VENDOR_A,WR,REFINERY,2019-04-28,196,251.58,49309.68
HPCL_PO_104704,Supply of CS Pipe 200mm,VENDOR_B,SR,REFINERY,2023-08-02,122,240.3,29316.6
HPCL_PO_104461,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_D,WR,PIPELINE,2021-09-21,14,156.02,2184.28
HPCL_PO_100343,CS Pipe of 200mm size,VENDOR_C,SR,PIPELINE,2019-09-01,10,170.92,1709.2
HPCL_PO_107567,Carbon Steel Pipe 200 mm,VENDOR_A,SR,PIPELINE,2024-04-23,163,194.12,31641.56
HPCL_PO_104136,CS Pipe 100 mm size,VENDOR_B,ER,MARKETING,2020-10-03,6,108.41,650.46
HPCL_PO_108658,2in SS control valve,VENDOR_B,WR,LPG,2021-11-13,116,258.38,29972.08
HPCL_PO_106083,"Supply of SS Valve 2""",VENDOR_D,SR,LPG,2019-09-10,114,253.78,28930.92
HPCL_PO_108727,Supply of CS Pipe 200mm,VENDOR_B,SR,REFINERY,2021-12-30,99,191.28,18936.72
HPCL_PO_102223,CS Pipe 100 mm size,VENDOR_B,WR,MARKETING,2022-11-29,72,107.75,7758.0
HPCL_PO_104196,Stainless steel valve 2 inch,VENDOR_D,WR,PIPELINE,2022-03-30,28,236.34,6617.52
HPCL_PO_107600,SS valve size 2 inch,VENDOR_B,NR,LPG,2019-12-30,153,279.47,42758.91
HPCL_PO_108136,SS valve size 2 inch,VENDOR_D,WR,PIPELINE,2021-09-09,60,247.57,14854.2
HPCL_PO_108334,4 inch MS flange,VENDOR_A,ER,LPG,2023-02-28,60,135.96,8157.6
HPCL_PO_105081,CS Pipe 100 mm size,VENDOR_C,SR,LPG,2019-09-27,105,129.22,13568.1
HPCL_PO_107067,2in SS control valve,VENDOR_B,NR,PIPELINE,2023-01-24,165,242.55,40020.75
HPCL_PO_109577,Mild steel flange of 4in size,VENDOR_B,ER,LPG,2022-09-13,108,140.54,15178.32
HPCL_PO_110959,2in SS control valve,VENDOR_C,WR,PIPELINE,2023-10-06,55,273.76,15056.8
HPCL_PO_104734,2in SS control valve,VENDOR_A,NR,LPG,2021-04-18,181,264.26,47831.06
HPCL_PO_110221,100mm carbon steel pipe,VENDOR_D,SR,MARKETING,2019-09-10,21,107.45,2256.45
HPCL_PO_101465,"Supply of MS flange 4""",VENDOR_B,WR,REFINERY,2021-04-25,103,144.69,14903.07
HPCL_PO_104593,Mild steel flange of 4in size,VENDOR_D,NR,MARKETING,2020-02-14,60,130.77,7846.2
HPCL_PO_102234,Carbon steel pipeline 100mm,VENDOR_D,WR,PIPELINE,2019-05-03,20,93.92,1878.4
HPCL_PO_110190,CS Pipe 100 mm size,VENDOR_D,SR,LPG,2022-01-28,75,96.44,7233.0
HPCL_PO_103903,"Supply of MS flange 4""",VENDOR_D,ER,PIPELINE,2023-07-31,88,255.44,22478.72
HPCL_PO_100283,CS Pipe of 200mm size,VENDOR_D,ER,MARKETING,2021-02-05,85,195.91,16652.35
HPCL_PO_111112,CS pipe dia 100 mm,VENDOR_D,ER,REFINERY,2019-03-14,148,101.31,14993.88
HPCL_PO_105440,4 inch MS flange,VENDOR_B,WR,REFINERY,2023-06-19,15,148.25,2223.75
HPCL_PO_110282,MS Flange 4 inch,VENDOR_A,WR,REFINERY,2024-06-04,122,155.41,18960.02
HPCL_PO_108252,"Supply of MS flange 4""",VENDOR_A,SR,REFINERY,2019-03-30,38,146.92,5582.96
HPCL_PO_107275,Stainless steel valve 2 inch,VENDOR_C,SR,MARKETING,2024-01-17,117,277.12,32423.04
HPCL_PO_104151,"Supply of SS Valve 2""",VENDOR_C,NR,MARKETING,2019-01-28,147,357.2,52508.4
HPCL_PO_110599,Mild steel flange of 4in size,VENDOR_A,NR,MARKETING,2021-05-01,199,130.58,25985.42
HPCL_PO_108385,200 mm dia carbon steel pipe,VENDOR_A,SR,MARKETING,2022-12-15,112,299.11,33500.32
HPCL_PO_102121,Carbon Steel Pipe 200 mm,VENDOR_D,NR,LPG,2022-12-01,143,168.61,24111.23
HPCL_PO_105369,4 inch MS flange,VENDOR_A,NR,PIPELINE,2024-07-03,98,150.54,14752.92
HPCL_PO_105012,CS Pipe of 200mm size,VENDOR_B,SR,PIPELINE,2021-01-14,15,261.95,3929.25
HPCL_PO_109247,100mm carbon steel pipe,VENDOR_A,SR,PIPELINE,2024-02-10,63,101.94,6422.22
HPCL_PO_105992,MS Flange 4 inch,VENDOR_C,NR,MARKETING,2023-07-20,80,152.12,12169.6
HPCL_PO_103161,Carbon steel pipeline 100mm,VENDOR_A,SR,REFINERY,2024-10-13,31,94.22,2920.82
HPCL_PO_102630,CS pipe dia 100 mm,VENDOR_B,ER,REFINERY,2021-05-31,106,108.41,11491.46
HPCL_PO_107038,CS Pipe of 200mm size,VENDOR_A,NR,LPG,2021-05-05,125,166.13,20766.25
HPCL_PO_110234,MS Flange 4 inch,VENDOR_D,ER,MARKETING,2024-11-19,149,134.27,20006.23
HPCL_PO_111371,100mm carbon steel pipe,VENDOR_B,SR,REFINERY,2019-09-30,89,106.6,9487.4
HPCL_PO_110762,Carbon steel pipeline 100mm,VENDOR_A,SR,REFINERY,2022-02-10,98,98.68,9670.64
HPCL_PO_101203,MS Flange 4 inch,VENDOR_B,NR,LPG,2019-04-09,181,133.47,24158.07
HPCL_PO_108111,SS valve size 2 inch,VENDOR_B,NR,MARKETING,2021-07-24,172,248.6,42759.2
HPCL_PO_100616,4 inch MS flange,VENDOR_A,WR,REFINERY,2020-08-04,191,149.28,28512.48
HPCL_PO_101926,CS pipe dia 100 mm,VENDOR_B,WR,REFINERY,2019-03-05,169,105.72,17866.68
HPCL_PO_103114,Carbon Steel Pipe 200 mm,VENDOR_B,SR,LPG,2022-06-24,30,196.02,5880.6
HPCL_PO_102641,CS Pipe 100 mm size,VENDOR_C,SR,REFINERY,2023-10-09,20,105.91,2118.2
HPCL_PO_111009,MS Flange 4 inch,VENDOR_D,NR,LPG,2021-09-12,9,147.46,1327.14
HPCL_PO_102562,Mild steel flange of 4in size,VENDOR_B,ER,PIPELINE,2024-01-02,8,151.21,1209.68
HPCL_PO_108950,Carbon Steel Pipe 200 mm,VENDOR_D,NR,PIPELINE,2021-05-23,126,186.26,23468.76
HPCL_PO_102728,Carbon steel pipeline 100mm,VENDOR_B,NR,PIPELINE,2023-07-20,103,109.87,11316.61
HPCL_PO_106930,"Supply of MS flange 4""",VENDOR_A,ER,REFINERY,2021-10-22,184,138.21,25430.64
HPCL_PO_109525,100mm carbon steel pipe,VENDOR_A,SR,PIPELINE,2021-08-21,99,94.88,9393.12
HPCL_PO_102126,Stainless steel valve 2 inch,VENDOR_B,SR,REFINERY,2021-07-02,172,256.92,44190.24
HPCL_PO_108604,SS valve size 2 inch,VENDOR_C,SR,LPG,2023-08-13,174,277.21,48234.54
HPCL_PO_109886,Stainless steel valve 2 inch,VENDOR_D,ER,REFINERY,2023-09-08,79,275.22,21742.38
HPCL_PO_108405,4 inch MS flange,VENDOR_D,WR,REFINERY,2021-12-15,61,140.36,8561.96
HPCL_PO_108531,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_D,WR,REFINERY,2024-10-01,65,109.86,7140.9
HPCL_PO_100805,2in SS control valve,VENDOR_D,ER,MARKETING,2020-09-12,197,267.68,52732.96
HPCL_PO_104694,Carbon Steel Pipe 200 mm,VENDOR_B,NR,REFINERY,2020-05-09,85,188.93,16059.05
HPCL_PO_105537,4 inch MS flange,VENDOR_B,SR,LPG,2020-06-21,83,145.52,12078.16
HPCL_PO_110304,Mild steel flange of 4in size,VENDOR_A,ER,REFINERY,2022-05-22,76,144.66,10994.16
HPCL_PO_103140,4 inch MS flange,VENDOR_B,SR,LPG,2024-05-07,128,211.47,27068.16
HPCL_PO_104280,2in SS control valve,VENDOR_D,WR,REFINERY,2021-05-18,119,256.57,30531.83
HPCL_PO_105338,100mm carbon steel pipe,VENDOR_A,SR,PIPELINE,2024-05-17,40,102.42,4096.8
HPCL_PO_109059,Stainless steel valve 2 inch,VENDOR_B,ER,LPG,2021-02-18,183,262.99,48127.17
HPCL_PO_110468,100mm carbon steel pipe,VENDOR_A,ER,LPG,2023-08-28,74,104.89,7761.86
HPCL_PO_108257,CS pipe dia 100 mm,VENDOR_A,WR,MARKETING,2023-12-15,67,95.44,6394.48
HPCL_PO_100547,"Supply of SS Valve 2""",VENDOR_D,NR,PIPELINE,2021-05-06,194,256.9,49838.6
HPCL_PO_100026,Carbon steel pipeline 100mm,VENDOR_A,NR,LPG,2024-08-21,140,95.15,13321.0
HPCL_PO_107272,CS pipe dia 100 mm,VENDOR_D,WR,LPG,2022-01-14,185,111.35,20599.75
HPCL_PO_103918,200 mm dia carbon steel pipe,VENDOR_C,WR,LPG,2023-06-18,31,167.26,5185.06
HPCL_PO_104486,Carbon steel pipeline 100mm,VENDOR_A,ER,LPG,2024-04-01,19,94.7,1799.3
HPCL_PO_108299,SS valve size 2 inch,VENDOR_C,NR,REFINERY,2020-12-31,104,241.24,25088.96
HPCL_PO_105812,2in SS control valve,VENDOR_A,WR,LPG,2024-10-16,156,265.78,41461.68
HPCL_PO_101221,"Supply of SS Valve 2""",VENDOR_B,ER,LPG,2024-12-12,173,277.72,48045.56
HPCL_PO_107224,2in SS control valve,VENDOR_A,NR,MARKETING,2022-10-05,200,257.55,51510.0
HPCL_PO_102548,Carbon Steel Pipe 200 mm,VENDOR_C,NR,REFINERY,2024-04-03,143,183.62,26257.66
HPCL_PO_111358,Stainless steel valve 2 inch,VENDOR_D,WR,PIPELINE,2024-06-20,81,260.31,21085.11
HPCL_PO_100437,CS pipe dia 100 mm,VENDOR_A,NR,REFINERY,2019-07-06,184,108.97,20050.48
HPCL_PO_108762,Mild steel flange of 4in size,VENDOR_C,WR,REFINERY,2024-03-02,84,139.89,11750.76
HPCL_PO_111308,4 inch MS flange,VENDOR_A,NR,LPG,2019-04-23,130,153.74,19986.2
HPCL_PO_106408,"Supply of MS flange 4""",VENDOR_B,ER,MARKETING,2020-02-12,107,129.25,13829.75
HPCL_PO_101861,Mild steel flange of 4in size,VENDOR_A,ER,REFINERY,2024-11-18,66,152.06,10035.96
HPCL_PO_102699,CS pipe dia 100 mm,VENDOR_D,WR,REFINERY,2023-05-02,166,108.52,18014.32
HPCL_PO_108383,200 mm dia carbon steel pipe,VENDOR_A,SR,MARKETING,2019-02-10,188,175.47,32988.36
HPCL_PO_106703,Stainless steel valve 2 inch,VENDOR_D,ER,PIPELINE,2020-02-08,145,263.09,38148.05
HPCL_PO_102481,CS Pipe of 200mm size,VENDOR_D,ER,LPG,2023-02-10,64,196.47,12574.08
HPCL_PO_105767,CS pipe dia 100 mm,VENDOR_A,WR,MARKETING,2023-08-01,50,97.46,4873.0
HPCL_PO_110114,"Supply of MS flange 4""",VENDOR_D,WR,REFINERY,2023-12-22,165,129.91,21435.15
HPCL_PO_102706,SS valve size 2 inch,VENDOR_B,NR,REFINERY,2020-02-07,75,393.45,29508.75
HPCL_PO_106329,Supply of CS Pipe 200mm,VENDOR_D,ER,REFINERY,2019-11-27,50,187.21,9360.5
HPCL_PO_100326,4 inch MS flange,VENDOR_B,NR,MARKETING,2020-07-11,154,131.85,20304.9
HPCL_PO_105135,Stainless steel valve 2 inch,VENDOR_C,WR,LPG,2019-07-11,143,265.61,37982.23
HPCL_PO_105325,Carbon steel pipeline 100mm,VENDOR_D,ER,LPG,2022-04-14,85,99.53,8460.05
HPCL_PO_102499,4 inch MS flange,VENDOR_C,NR,MARKETING,2020-06-30,87,135.52,11790.24
HPCL_PO_101004,Carbon steel pipeline 100mm,VENDOR_C,ER,PIPELINE,2023-09-09,68,129.93,8835.24
HPCL_PO_108051,"Supply of SS Valve 2""",VENDOR_B,NR,MARKETING,2019-07-30,57,274.72,15659.04
HPCL_PO_106502,"Supply of SS Valve 2""",VENDOR_A,ER,LPG,2020-09-04,119,242.61,28870.59
HPCL_PO_104011,CS pipe dia 100 mm,VENDOR_A,WR,REFINERY,2021-10-01,56,111.71,6255.76
HPCL_PO_110726,CS Pipe of 200mm size,VENDOR_C,WR,PIPELINE,2021-01-06,129,196.66,25369.14
HPCL_PO_100534,Stainless steel valve 2 inch,VENDOR_C,SR,REFINERY,2019-06-04,122,247.78,30229.16
HPCL_PO_107630,Stainless steel valve 2 inch,VENDOR_C,NR,MARKETING,2019-03-06,22,233.7,5141.4
HPCL_PO_103960,200 mm dia carbon steel pipe,VENDOR_D,SR,LPG,2020-12-03,163,187.48,30559.24
HPCL_PO_100585,"Supply of SS Valve 2""",VENDOR_D,NR,PIPELINE,2022-07-16,147,256.79,37748.13
HPCL_PO_109881,"Supply of MS flange 4""",VENDOR_C,WR,PIPELINE,2019-08-31,132,146.14,19290.48
HPCL_PO_108355,"Supply of MS flange 4""",VENDOR_A,NR,PIPELINE,2020-07-27,132,133.65,17641.8
HPCL_PO_106400,CS pipe dia 100 mm,VENDOR_C,SR,MARKETING,2021-02-11,163,108.83,17739.29
HPCL_PO_111123,100mm carbon steel pipe,VENDOR_B,ER,REFINERY,2020-10-10,54,102.64,5542.56
HPCL_PO_108066,CS Pipe 100 mm size,VENDOR_D,ER,REFINERY,2019-02-20,181,95.3,17249.3
HPCL_PO_100491,Supply of CS Pipe 200mm,VENDOR_A,SR,LPG,2024-08-08,39,201.44,7856.16
HPCL_PO_105527,"Supply of MS flange 4""",VENDOR_A,WR,REFINERY,2021-02-04,91,129.45,11779.95
HPCL_PO_106914,CS pipe dia 100 mm,VENDOR_D,ER,LPG,2023-11-28,69,96.3,6644.7
HPCL_PO_105707,Mild steel flange of 4in size,VENDOR_A,NR,PIPELINE,2024-02-28,74,139.69,10337.06
HPCL_PO_106814,Supply of CS Pipe 200mm,VENDOR_D,SR,LPG,2019-08-09,37,179.5,6641.5
HPCL_PO_109420,Carbon steel pipeline 100mm,VENDOR_C,NR,REFINERY,2023-01-24,142,109.65,15570.3
HPCL_PO_103548,CS pipe dia 100 mm,VENDOR_D,NR,PIPELINE,2019-04-23,13,93.88,1220.44
HPCL_PO_106165,2in SS control valve,VENDOR_C,WR,MARKETING,2023-12-23,137,275.68,37768.16
HPCL_PO_101916,200 mm dia carbon steel pipe,VENDOR_C,ER,PIPELINE,2019-07-13,13,189.93,2469.09
HPCL_PO_103185,200 mm dia carbon steel pipe,VENDOR_B,NR,LPG,2023-05-19,117,199.34,23322.78
HPCL_PO_105532,"Supply of SS Valve 2""",VENDOR_A,NR,REFINERY,2019-10-03,146,263.0,38398.0
HPCL_PO_101910,2in SS control valve,VENDOR_D,NR,REFINERY,2019-03-03,32,253.73,8119.36
HPCL_PO_107717,CS Pipe of 200mm size,VENDOR_D,SR,LPG,2019-05-04,22,176.83,3890.26
HPCL_PO_106123,Stainless steel valve 2 inch,VENDOR_D,NR,MARKETING,2024-11-20,169,263.37,44509.53
HPCL_PO_101133,"Supply of MS flange 4""",VENDOR_C,ER,REFINERY,2019-02-04,132,154.76,20428.32
HPCL_PO_107454,2in SS control valve,VENDOR_C,ER,MARKETING,2020-03-05,36,267.67,9636.12
HPCL_PO_107008,MS Flange 4 inch,VENDOR_B,SR,REFINERY,2022-12-07,105,150.2,15771.0
HPCL_PO_102518,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_C,ER,PIPELINE,2021-07-22,69,92.33,6370.77
HPCL_PO_108628,MS Flange 4 inch,VENDOR_D,NR,REFINERY,2019-11-26,60,140.37,8422.2
HPCL_PO_101317,Supply of CS Pipe 200mm,VENDOR_B,ER,MARKETING,2022-04-15,21,197.8,4153.8
HPCL_PO_104368,100mm carbon steel pipe,VENDOR_B,WR,REFINERY,2023-05-22,147,110.6,16258.2
HPCL_PO_100121,Carbon Steel Pipe 200 mm,VENDOR_C,WR,REFINERY,2019-09-07,127,196.1,24904.7
HPCL_PO_109194,Carbon Steel Pipe 200 mm,VENDOR_D,ER,PIPELINE,2021-12-20,96,187.6,18009.6
HPCL_PO_102449,CS pipe dia 100 mm,VENDOR_D,WR,REFINERY,2024-11-25,115,103.44,11895.6
HPCL_PO_105829,"Supply of SS Valve 2""",VENDOR_D,ER,MARKETING,2021-02-01,75,235.84,17688.0
HPCL_PO_106258,"Supply of SS Valve 2""",VENDOR_B,ER,MARKETING,2019-09-04,104,232.43,24172.72
HPCL_PO_102601,"Supply of SS Valve 2""",VENDOR_C,SR,PIPELINE,2024-02-04,18,250.33,4505.94
HPCL_PO_101522,Carbon steel pipeline 100mm,VENDOR_D,NR,LPG,2024-09-27,108,96.09,10377.72
HPCL_PO_107881,Stainless steel valve 2 inch,VENDOR_D,WR,REFINERY,2021-11-11,6,263.56,1581.36
HPCL_PO_102173,CS Pipe of 200mm size,VENDOR_C,NR,LPG,2019-12-02,40,175.95,7038.0
HPCL_PO_103283,"Supply of MS flange 4""",VENDOR_C,WR,LPG,2021-12-04,8,141.16,1129.28
HPCL_PO_104554,"Supply of MS flange 4""",VENDOR_B,WR,PIPELINE,2023-06-13,196,134.2,26303.2
HPCL_PO_103605,100mm carbon steel pipe,VENDOR_B,SR,LPG,2023-12-02,89,98.0,8722.0
HPCL_PO_110335,Supply of CS Pipe 200mm,VENDOR_D,SR,PIPELINE,2022-05-23,133,188.91,25125.03
